,economy,Continent,Sub-region Name,CLDR display name,CC.EST.2022,CC.PER.RNK.2022,CC.PER.RNK.LOWER.2022,CC.PER.RNK.UPPER.2022,EG.CFT.ACCS.RU.ZS.2021,EG.CFT.ACCS.UR.ZS.2021,EG.CFT.ACCS.ZS.2021,EN.ATM.PM25.MC.M3.2019,ER.LND.PTLD.ZS.2022,ER.PTD.TOTL.ZS.2022,GE.EST.2022,GE.PER.RNK.2022,GE.PER.RNK.LOWER.2022,GE.PER.RNK.UPPER.2022,IQ.SPI.PIL1.2019,IT.NET.SECR.P6.2020
48,DJI,AF,Sub-Saharan Africa,Djibouti,-0.793283402919769,23.5849056243896,14.1509437561035,34.4339637756348,0.299999999999989,11.6,9.6,43.16577438,1.5746459,1.23208903817213,-0.786164522171021,22.1698112487793,12.2641506195068,34.9056587219238,40.0,44.9476955591677
49,DMA,NA,Latin America and the Caribbean,Dominica,0.539313197135925,69.3396224975586,58.9622650146484,80.1886825561523,79.4,96.9,89.4,18.60844325,21.961853,0.602597377103611,-0.0970938131213188,49.0566024780273,22.1698112487793,70.7547149658203,20.0,46919.9249947913
50,DOM,NA,Latin America and the Caribbean,Dominican Republic,-0.439608067274094,37.2641525268555,24.5283012390137,49.5283012390137,76.1,95.6,91.5,17.72938154,26.3893795,18.6612706081361,-0.0677330642938614,50.0,32.5471687316895,62.7358474731445,100.0,125.00381829845
51,ECU,SA,Latin America and the Caribbean,Ecuador,-0.629928469657898,29.7169818878174,20.2830181121826,41.0377349853516,85.9,99.0,94.7,19.97447395,23.4213009,19.9727764004915,-0.308546245098114,40.0943412780762,24.056604385376,57.5471687316895,100.0,381.554069554731
52,EGY,AF,Northern Africa,Egypt,-0.678810477256775,26.4150943756104,19.8113212585449,38.2075462341309,99.9,99.9,99.9,67.88817813,13.136055,11.5507964884314,-0.447546809911728,33.9622650146484,21.2264156341553,49.5283012390137,100.0,41.9019623611133
53,SLV,NA,Latin America and the Caribbean,El Salvador,-0.642081201076508,27.8301887512207,20.2830181121826,40.0943412780762,82.9,97.1,92.7,22.32472418,8.6441994,2.12931201780961,-0.320332825183868,38.6792449951172,24.056604385376,57.0754699707031,90.0,139.208238839385
54,GNQ,AF,Sub-Saharan Africa,Equatorial Guinea,-1.60171604156494,2.8301887512207,0.0,10.3773584365845,3.99999999999999,31.0,24.1,45.28465901,19.2667599,1.76530985161837,-1.29638779163361,9.90566062927246,3.30188679695129,19.3396224975586,0.0,29.4477174572961
55,ERI,AF,Sub-Saharan Africa,Eritrea,-1.282102227211,8.01886749267578,2.8301887512207,19.3396224975586,0.900000000000001,23.5,11.5,44.07053957,0.0,0.0,-1.73040449619293,3.77358484268188,0.943396210670471,8.96226406097412,6.6,0.843675861983628
56,EST,EU,Northern Europe,Estonia,1.54468286037445,91.0377349853516,89.1509399414063,95.2830200195313,100.0,100.0,100.0,5.893562381,21.4095879,20.2401796395381,1.34313404560089,89.6226425170898,78.7735824584961,96.2264175415039,100.0,84354.3769866162
57,SWZ,AF,Sub-Saharan Africa,Eswatini,-0.668882489204407,26.8867931365967,17.4528293609619,43.3962249755859,44.3,90.5,58.1,23.34521196,4.2582645,4.25826472768856,-0.686120450496674,26.4150943756104,12.2641506195068,42.4528312683105,90.0,108.414397093139
58,ETH,AF,Sub-Saharan Africa,Ethiopia,-0.44087877869606,36.7924537658691,25.4716987609863,48.113208770752,0.5,26.6,7.5,33.7807199,17.0096378,17.0096385584762,-0.745265185832977,24.056604385376,12.2641506195068,34.9056587219238,90.0,5.58063756326632
59,FJI,OC,Melanesia,Fiji,0.388570487499237,64.6226425170898,51.4150924682617,79.2452850341797,27.5,69.1,51.4,10.9932094,5.4111967,0.990369540646613,0.591782867908478,71.2264175415039,50.0,86.3207550048828,80.0,258.577044008075
60,FIN,EU,Northern Europe,Finland,2.24697780609131,99.5283050537109,96.698112487793,100.0,100.0,100.0,100.0,5.565330197,13.3991909,13.1312368580998,1.75512683391571,96.698112487793,90.0943374633789,100.0,100.0,81650.5089118576
61,FRA,EU,Western Europe,France,1.25952994823456,85.3773574829102,81.1320724487305,90.0943374633789,100.0,100.0,100.0,11.40575038,28.3997669,36.6481015757199,1.165806889534,83.0188674926758,76.4150924682617,93.3962249755859,100.0,36123.8717015543
62,GAB,AF,Sub-Saharan Africa,Gabon,-1.04809939861298,16.0377349853516,7.07547187805176,23.5849056243896,50.5,94.8,89.7,36.74675483,22.4427567,25.1293504740264,-0.726116597652435,24.5283012390137,12.2641506195068,38.2075462341309,40.0,42.7467304203618
63,GMB,AF,Sub-Saharan Africa,Gambia,-0.278427481651306,46.2264137268066,34.4339637756348,52.8301887512207,0.2,2.4,1.7,58.08072376,7.7185812,2.88837365820367,-0.674558699131012,27.3584899902344,14.1509437561035,38.2075462341309,60.0,27.195080021523
64,GEO,AS,Western Asia,Georgia,0.620237648487091,72.1698150634766,63.2075462341309,79.7169799804688,82.0,97.4,90.6,17.85586499,11.1115513,8.53576812137833,0.650825500488281,72.6415100097656,59.4339637756348,82.0754699707031,100.0,3497.44648799425
65,DEU,EU,Western Europe,Germany,1.81837582588196,95.7547149658203,91.0377349853516,98.1132049560547,100.0,100.0,100.0,11.80580716,37.5871277,38.6587566328831,1.2898074388504,88.2075500488281,77.3584899902344,96.2264175415039,100.0,97517.56929049
66,GHA,AF,Sub-Saharan Africa,Ghana,-0.0459954999387264,52.8301887512207,45.7547187805176,59.9056587219238,12.2,45.5,30.3,53.98926008,14.8440571,7.68461902209882,-0.0625455379486084,50.4716987609863,35.3773574829102,61.7924537658691,100.0,57.3641080482496
67,GRC,EU,Southern Europe,Greece,0.0377966053783894,56.6037750244141,48.113208770752,62.7358474731445,100.0,100.0,100.0,14.2538714,35.2163315,11.0283414195877,0.447398781776428,66.5094375610352,55.6603775024414,76.8867950439453,100.0,8907.70838312568
68,GRD,NA,Latin America and the Caribbean,Grenada,0.483669131994247,67.4528274536133,58.0188674926758,79.7169799804688,87.3,94.2,88.3,21.48591655,9.5379553,0.230334127101904,0.0384795591235161,54.7169799804688,27.8301887512207,75.0,50.0,525.622053484066
69,GTM,NA,Latin America and the Caribbean,Guatemala,-1.20975136756897,11.3207550048828,4.71698093414307,19.8113212585449,12.1,73.35,48.1,27.64788197,20.119276,10.1066645021426,-0.906891822814941,16.5094337463379,8.96226406097412,33.4905662536621,80.0,106.653487032199
70,GIN,AF,Sub-Saharan Africa,Guinea,-1.00541496276855,18.3962268829346,8.49056625366211,24.5283012390137,0.1,2.3,1.0,52.51253174,37.5654716,26.1257586943211,-0.941579163074493,15.5660381317139,9.90566062927246,29.7169818878174,70.0,6.73979317013593
71,GNB,AF,Sub-Saharan Africa,Guinea-Bissau,-1.18539381027222,11.7924528121948,4.24528312683105,20.7547168731689,0.1,1.9,1.0,54.06829369,27.1057301,13.3744316602384,-1.48615753650665,6.60377359390259,1.88679242134094,12.2641506195068,60.0,2.97644441886907
72,GUY,SA,Latin America and the Caribbean,Guyana,-0.295775651931763,45.2830200195313,31.1320762634277,54.2452812194824,81.4,85.2,82.0,20.10090382,8.5002432,5.16456814462223,-0.265898406505585,43.3962249755859,22.6415100097656,61.3207550048828,60.0,60.210586526376
73,HTI,NA,Latin America and the Caribbean,Haiti,-1.45903766155243,5.18867921829224,0.943396210670471,11.3207550048828,1.3,6.5,4.3,19.03230796,8.6070547,2.76607525267894,-2.22696566581726,0.943396210670471,0.0,1.88679242134094,80.0,7.69448405433155
74,HND,NA,Latin America and the Caribbean,Honduras,-1.00207138061523,18.8679237365723,8.49056625366211,24.5283012390137,23.5,72.6,49.5,22.87512366,23.4505939,10.9936151769151,-0.866467356681824,19.3396224975586,9.90566062927246,33.4905662536621,90.0,97.3150626032244
75,HUN,EU,Eastern Europe,Hungary,-0.103074185550213,51.4150924682617,43.3962249755859,58.9622650146484,100.0,100.0,100.0,16.49434933,22.6009045,22.6009046343251,0.534344553947449,68.8679275512695,58.4905662536621,77.3584899902344,100.0,32813.0370110241
76,ISL,EU,Northern Europe,Iceland,1.56752812862396,91.5094375610352,83.9622650146484,96.2264175415039,100.0,100.0,100.0,5.698616135,20.7846069,2.86274817818378,1.56327533721924,93.8679275512695,82.0754699707031,98.5849075317383,80.0,75513.7626445235
77,IND,AS,Southern Asia,India,-0.321810871362686,44.3396224975586,32.5471687316895,51.886791229248,56.9,93.3,71.1,83.19931634,7.5188894,4.39560904389773,0.370331406593323,63.2075462341309,50.9433975219727,76.4150924682617,80.0,474.293974209632
78,IDN,AS,South-eastern Asia,Indonesia,-0.434910655021667,37.7358474731445,26.4150943756104,48.113208770752,78.5,94.3,86.9,19.37146134,12.1656971,5.26844355421237,0.436999291181564,66.0377349853516,54.7169799804688,76.8867950439453,100.0,1889.08936530351
79,IRN,AS,Southern Asia,Iran,-1.12637281417847,14.1509437561035,6.13207530975342,21.698112487793,92.35,98.8,96.4,38.01508315,8.6141329,7.66652224044465,-0.882116675376892,18.3962268829346,8.96226406097412,34.9056587219238,80.0,2330.5023509342
80,IRQ,AS,Western Asia,Iraq,-1.21293413639069,10.8490562438965,2.8301887512207,20.7547168731689,98.8,99.6,99.3,48.46825216,1.5334121,1.53132817932326,-1.30191540718079,9.43396186828613,1.88679242134094,20.7547168731689,30.0,16.8949942505324
81,IRL,EU,Northern Europe,Ireland,1.67444837093353,93.8679275512695,89.1509399414063,96.698112487793,100.0,100.0,100.0,7.854094218,14.4344702,4.04113649784499,1.54913818836212,93.3962249755859,82.5471725463867,97.6415100097656,100.0,115815.799070162
82,ISR,AS,Western Asia,Israel,0.781038999557495,78.7735824584961,66.5094375610352,82.0754699707031,100.0,100.0,100.0,19.75989688,24.4899502,10.5390870488769,1.23656439781189,85.3773574829102,76.4150924682617,96.2264175415039,100.0,12351.7921672038
83,ITA,EU,Southern Europe,Italy,0.52778172492981,68.8679275512695,62.2641525268555,78.7735824584961,100.0,100.0,100.0,16.08828133,21.5763645,14.5439513188323,0.449057072401047,66.9811325073242,55.6603775024414,76.8867950439453,100.0,20677.1830094764
84,JAM,NA,Latin America and the Caribbean,Jamaica,-0.0233815424144268,54.2452812194824,44.8113212585449,62.2641525268555,86.2,84.2,82.5,15.28940246,20.0014114,1.59735643238337,0.604482173919678,71.698112487793,58.0188674926758,80.6603775024414,60.0,168.413677885263
85,JPN,AS,Eastern Asia,Japan,1.53997182846069,90.5660400390625,88.6792449951172,95.2830200195313,100.0,100.0,100.0,13.46980666,29.749218,15.2354423763212,1.61974680423737,96.2264175415039,83.4905624389648,99.5283050537109,90.0,22848.7181314895
86,JOR,AS,Western Asia,Jordan,0.0730471760034561,58.0188674926758,48.113208770752,63.2075462341309,99.4,99.8,99.9,30.64558855,4.4762559,4.4726104092758,0.194713801145554,59.9056587219238,43.3962249755859,71.2264175415039,80.0,126.73029167823
87,KAZ,AS,Central Asia,Kazakhstan,-0.185301154851913,48.5849075317383,37.7358474731445,57.5471687316895,89.7,97.8,93.9,20.29485447,10.0298576,11.7370426759766,0.143430486321449,58.4905662536621,43.3962249755859,69.3396224975586,100.0,3307.42720626396
88,KEN,AF,Sub-Saharan Africa,Kenya,-0.759701311588287,24.056604385376,18.8679237365723,34.4339637756348,8.3,51.3,23.9,21.61458718,12.191143,10.3488497461737,-0.300569444894791,41.0377349853516,28.7735843658447,54.2452812194824,70.0,247.683116421452
89,KIR,OC,Micronesia,Kiribati,0.236564710736275,61.3207550048828,44.8113212585449,78.301887512207,1.7,20.4,12.4,9.468882294,22.3604145,11.8183111046451,0.167575597763062,58.9622650146484,33.0188674926758,76.8867950439453,20.0,39.5372559562876
90,KWT,AS,Western Asia,Kuwait,0.127030700445175,58.9622650146484,49.5283012390137,66.0377349853516,100.0,100.0,100.0,60.96648013,17.1037788,10.7165091141497,0.112373597919941,57.5471687316895,41.5094337463379,68.3962249755859,100.0,405.921965744773
91,KGZ,AS,Central Asia,Kyrgyzstan,-1.23002862930298,10.3773584365845,4.71698093414307,19.3396224975586,68.1,95.0,78.2,24.07288994,6.7056727,6.70567250331886,-0.889000654220581,17.9245281219482,8.96226406097412,33.4905662536621,100.0,421.131020228271
92,LAO,AS,South-eastern Asia,Laos,-0.96577912569046,19.8113212585449,8.01886749267578,26.8867931365967,2.4,21.1,9.3,20.54733513,18.687561,18.6875605839355,-0.595122039318085,30.1886787414551,14.1509437561035,44.3396224975586,90.0,52.4633238330087
93,LVA,EU,Northern Europe,Latvia,0.693852961063385,75.4716949462891,66.0377349853516,79.7169799804688,100.0,100.0,100.0,12.01165835,18.1834526,17.5203376660668,0.691895127296448,75.0,62.7358474731445,80.1886825561523,100.0,20328.8801751586
94,LBN,AS,Western Asia,Lebanon,-1.1268949508667,13.6792449951172,6.13207530975342,21.2264156341553,,,,28.96029994,1.8901918,0.805384038055641,-1.45865571498871,7.54716968536377,1.41509437561035,14.6226415634155,60.0,324.567365651979
95,LSO,AF,Sub-Saharan Africa,Lesotho,-0.357248216867447,41.9811325073242,27.3584899902344,52.3584899902344,21.1,82.0,41.1,27.52281327,0.5031593,0.503159347915486,-0.890573918819427,17.4528293609619,10.8490562438965,31.6037731170654,80.0,66.5454061487955
96,LBR,AF,Sub-Saharan Africa,Liberia,-0.926501333713531,20.2830181121826,12.2641506195068,26.4150943756104,0.1,0.6,0.4,50.59973692,4.053,1.21156129347978,-1.43825364112854,8.01886749267578,1.88679242134094,12.2641506195068,90.0,6.0932654871153
97,LBY,AF,Northern Africa,Libya,-1.5259792804718,3.77358484268188,0.0,11.3207550048828,,,,38.59119845,0.1284449,0.219745071228895,-1.75491416454315,2.35849046707153,0.943396210670471,8.96226406097412,20.0,765.410939860913
98,LIE,EU,Western Europe,Liechtenstein,1.71432709693909,94.8113174438477,83.9622650146484,99.0566024780273,,,,,42.6322746,42.6322758783204,1.48783588409424,91.9811325073242,77.3584899902344,99.5283050537109,60.0,51604.9127876974
99,LTU,EU,Northern Europe,Lithuania,0.747045457363129,76.4150924682617,68.3962249755859,81.1320724487305,100.0,100.0,100.0,10.37350411,17.0758858,17.8125153981401,0.994318783283234,79.7169799804688,71.698112487793,90.0943374633789,100.0,47128.2360454902
100,LUX,EU,Western Europe,Luxembourg,1.88360249996185,96.2264175415039,92.4528274536133,98.5849075317383,100.0,100.0,100.0,10.06890585,55.8024483,55.8024476992907,1.77271509170532,97.6415100097656,90.0943374633789,100.0,80.0,44903.4689627058
101,MDG,AF,Sub-Saharan Africa,Madagascar,-1.00865089893341,17.9245281219482,8.01886749267578,24.5283012390137,0.5,3.6,1.4,17.8593854,7.4860764,3.0845716307135,-0.987728238105774,14.6226415634155,8.96226406097412,28.7735843658447,90.0,10.1327973957435
102,MWI,AF,Sub-Saharan Africa,Malawi,-0.610480070114136,30.1886787414551,21.2264156341553,40.5660362243652,0.5,6.1,1.6,22.34665143,22.8760471,22.876047912822,-0.840930998325348,20.7547168731689,11.3207550048828,32.5471687316895,90.0,16.7208019833348
103,MYS,AS,South-eastern Asia,Malaysia,0.249183893203735,62.2641525268555,54.7169799804688,67.9245300292969,90.0,97.8,93.8,16.59099631,13.3266735,8.84608979586651,0.993270576000214,79.2452850341797,70.7547149658203,90.0943374633789,80.0,7306.17623925403
104,MDV,AS,Southern Asia,Maldives,-0.401500523090363,39.6226425170898,21.2264156341553,57.5471687316895,99.5,99.8,99.5,10.94405416,2.2973638,0.0683315875771864,-0.134175449609756,46.698112487793,22.6415100097656,68.3962249755859,70.0,1123.55619141665
105,MLI,AF,Sub-Saharan Africa,Mali,-0.879449665546417,21.2264156341553,14.1509437561035,27.8301887512207,0.3,1.8,0.900000000000001,60.62414043,7.5270495,7.52704976821247,-1.19682347774506,11.3207550048828,6.13207530975342,19.3396224975586,66.6,10.2242551370993
106,MLT,EU,Southern Europe,Malta,0.238677814602852,61.7924537658691,52.8301887512207,68.3962249755859,100.0,100.0,100.0,12.9910498,30.6358299,7.57946523097307,0.80439019203186,76.8867950439453,64.1509399414063,84.4339599609375,100.0,14446.9972755428
107,MHL,OC,Micronesia,Marshall Islands,0.385005086660385,64.1509399414063,49.5283012390137,80.1886825561523,0.89999999999999,87.0,66.7,9.044039796,11.9157085,0.270441084218892,0.230687335133553,60.8490562438965,34.4339637756348,77.3584899902344,20.0,1405.10906871214
108,MRT,AF,Sub-Saharan Africa,Mauritania,-0.798844754695892,23.1132068634033,15.5660381317139,34.4339637756348,19.7,73.5,48.3,66.8117824,0.6219882,1.08070314491607,-0.701024174690247,25.4716987609863,12.2641506195068,37.7358474731445,70.0,14.4489268226321
109,MUS,AF,Sub-Saharan Africa,Mauritius,0.412719398736954,65.5660400390625,58.0188674926758,75.4716949462891,98.7,99.3,98.9,14.91383169,4.725389,0.0114734168364072,0.750284731388092,75.9433975219727,62.7358474731445,82.5471725463867,100.0,914.681828163038
110,MEX,NA,Latin America and the Caribbean,Mexico,-1.01186621189117,17.4528293609619,8.01886749267578,24.5283012390137,59.1,90.8,84.6,20.12401203,14.5979404,18.9510303085875,-0.280898958444595,42.4528312683105,26.4150943756104,57.5471687316895,100.0,330.282228724003
111,FSM,OC,Micronesia,Micronesia,0.484119057655334,67.9245300292969,52.3584899902344,81.1320724487305,3.49999999999999,34.1,13.3,10.38285056,0.0491628,0.0157814366690901,0.379839152097702,64.1509399414063,42.4528312683105,80.1886825561523,20.0,187.322712432876
112,MCO,EU,Western Europe,Monaco,1.27020359039307,88.6792449951172,68.3962249755859,97.1698150634766,100.0,100.0,100.0,11.66888949,10.1800375,99.2134221126787,2.04689598083496,99.0566024780273,87.2641525268555,100.0,60.0,20367.2607117708
113,MNG,AS,Eastern Asia,Mongolia,-0.560807108879089,33.0188674926758,21.698112487793,44.8113212585449,16.3,70.7,53.0,38.05757134,19.7983665,19.7983664686459,-0.424908697605133,34.9056587219238,21.2264156341553,50.9433975219727,100.0,1726.29680952301
114,MNE,EU,Southern Europe,Montenegro,-0.11826478689909,50.9433975219727,37.2641525268555,59.9056587219238,43.5,70.9,62.0,21.25685256,13.8518906,9.20551041023177,-0.0270149894058704,51.4150924682617,33.0188674926758,66.0377349853516,90.0,783.832765175292
115,MAR,AF,Northern Africa,Morocco,-0.357442885637283,41.5094337463379,29.7169818878174,51.4150924682617,97.0,99.4,98.2,35.05284088,2.2007163,1.58449768865645,-0.131649643182755,47.1698112487793,32.5471687316895,61.3207550048828,60.0,442.069851779176
116,MOZ,AF,Sub-Saharan Africa,Mozambique,-0.836388111114502,21.698112487793,15.0943393707275,30.6603775024414,0.2,14.5,5.4,20.77406654,29.4848003,17.9843847324332,-0.714270293712616,25.0,12.7358493804932,35.8490562438965,80.0,29.4436128993687
117,MMR,AS,South-eastern Asia,Myanmar,-1.15162312984467,12.7358493804932,6.13207530975342,20.7547168731689,26.8,82.0,43.5,29.43314277,6.5800591,3.93739447059454,-1.68404102325439,5.66037750244141,0.943396210670471,10.8490562438965,100.0,14.3196219739597
118,NAM,AF,Sub-Saharan Africa,Namibia,0.215328231453896,60.8490562438965,52.3584899902344,67.9245300292969,13.3,72.5,47.3,24.19978552,37.8909302,23.2471763532217,0.0394995212554932,55.1886787414551,37.7358474731445,64.6226425170898,70.0,218.553066211134
119,NRU,OC,Micronesia,Nauru,0.601521968841553,71.698112487793,50.0,89.1509399414063,100.0,100.0,100.0,5.857163356,0.0,0.0,0.199985399842262,60.3773574829102,31.6037731170654,78.7735824584961,20.0,324.807145757207
120,NPL,AS,Southern Asia,Nepal,-0.532641351222992,33.9622650146484,22.1698112487793,47.1698112487793,22.1,63.4,35.2,83.10319363,23.6260414,23.6260419815167,-0.917344748973846,16.0377349853516,8.96226406097412,33.0188674926758,80.0,207.709887075808
121,NLD,EU,Western Europe,Netherlands,1.91718029975891,96.698112487793,92.9245300292969,99.0566024780273,100.0,100.0,100.0,12.0392862,22.4687176,25.3069573160867,1.57946932315826,95.2830200195313,83.4905624389648,98.1132049560547,100.0,136862.999168649
122,NZL,OC,Australia and New Zealand,New Zealand,2.16333413124084,99.0566024780273,95.7547149658203,100.0,100.0,100.0,100.0,6.048305496,33.3954124,30.6047651708977,1.34053194522858,89.1509399414063,77.3584899902344,97.6415100097656,100.0,20509.4102392833
123,NIC,NA,Latin America and the Caribbean,Nicaragua,-1.28731179237366,7.54716968536377,2.8301887512207,16.9811325073242,9.7,86.4,57.4,20.43900913,21.3472767,9.96216337484655,-1.03581631183624,13.6792449951172,6.60377359390259,30.1886787414551,90.0,90.2915157799226
124,NER,AF,Sub-Saharan Africa,Niger,-0.585803985595703,31.1320762634277,21.698112487793,43.3962249755859,0.4,13.2,3.0,80.10926696,18.1990204,18.1990211559394,-0.639215767383575,28.7735843658447,14.6226415634155,41.5094337463379,90.0,1.43833809649268
125,NGA,AF,Sub-Saharan Africa,Nigeria,-1.10103046894073,14.6226415634155,7.07547187805176,21.2264156341553,4.6,32.8,16.8,70.39625682,13.9266491,11.6082522536748,-1.03512346744537,14.1509437561035,8.49056625366211,26.4150943756104,80.0,73.1636819457334
126,NOR,EU,Northern Europe,Norway,2.0677604675293,98.1132049560547,95.2830200195313,99.5283050537109,100.0,100.0,100.0,6.642383374,30.5175972,15.1951994587447,1.94218063354492,98.1132049560547,91.5094375610352,100.0,100.0,39030.0168696759
127,OMN,AS,Western Asia,Oman,0.0523995123803616,57.5471687316895,45.7547187805176,64.6226425170898,100.0,100.0,100.0,44.57247023,3.5802445,1.51770524267221,0.0220412891358137,54.2452812194824,33.4905662536621,68.3962249755859,100.0,261.918444759089
128,PAK,AS,Southern Asia,Pakistan,-0.804032683372498,22.6415100097656,15.5660381317139,33.0188674926758,28.3,87.2,50.7,62.57424987,12.3145857,9.7949549891578,-0.623640716075897,29.2452831268311,14.1509437561035,43.3962249755859,100.0,71.713176554764
129,PLW,OC,Micronesia,Palau,0.601521968841553,71.698112487793,50.0,89.1509399414063,42.75,42.0,43.0,6.873805482,44.176796,99.9574564668585,0.449828535318375,67.4528274536133,41.5094337463379,83.4905624389648,30.0,945.915869129757
130,PAN,NA,Latin America and the Caribbean,Panama,-0.634607255458832,28.7735843658447,20.2830181121826,40.5660362243652,100.0,100.0,100.0,13.20059479,31.3670845,27.6812733080565,-0.127450808882713,47.6415100097656,31.6037731170654,61.7924537658691,80.0,1483.56136695358
131,PNG,OC,Melanesia,Papua New Guinea,-0.696246027946472,25.4716987609863,18.8679237365723,39.1509437561035,5.0,35.7,9.7,16.2311858,3.6900601,0.716264057887505,-0.807290256023407,21.698112487793,10.8490562438965,35.8490562438965,60.0,
132,PRY,SA,Latin America and the Caribbean,Paraguay,-1.09022343158722,15.0943393707275,6.60377359390259,21.698112487793,41.6,86.5,69.8,12.51891553,14.3147202,14.3147200277861,-0.613315761089325,29.7169818878174,12.7358493804932,44.3396224975586,70.0,512.336646423502
133,PER,SA,Latin America and the Caribbean,Peru,-0.807577431201935,22.1698112487793,15.5660381317139,33.0188674926758,45.4,96.2,85.5,30.82669477,22.5196667,16.807255128297,-0.39776611328125,35.3773574829102,21.698112487793,53.301887512207,90.0,450.98663986609
134,PHL,AS,South-eastern Asia,Philippines,-0.540948450565338,33.4905662536621,23.5849056243896,44.8113212585449,27.65,69.4,48.0,18.82613108,15.8686895,3.72208503336371,0.0647772029042244,56.1320762634277,37.7358474731445,67.4528274536133,100.0,110.918010812937
135,POL,EU,Eastern Europe,Poland,0.506694495677948,68.3962249755859,62.2641525268555,75.9433975219727,100.0,100.0,100.0,22.6420051,39.5688171,37.9898464603864,0.25948902964592,61.7924537658691,48.113208770752,71.698112487793,100.0,25181.3830787932
136,PRT,EU,Southern Europe,Portugal,0.729021430015564,75.9433975219727,66.5094375610352,81.1320724487305,100.0,100.0,100.0,8.254802244,22.9131279,17.2081902511757,1.00159108638763,80.1886825561523,71.698112487793,90.0943374633789,100.0,22178.9068183498
137,QAT,AS,Western Asia,Qatar,0.803727507591248,79.2452850341797,67.9245300292969,82.0754699707031,100.0,100.0,100.0,76.04929303,15.7816658,5.84456472341856,1.13682854175568,82.5471725463867,75.0,93.3962249755859,100.0,451.748578549731
138,KOR,AS,Eastern Asia,South Korea,0.748461604118347,76.8867950439453,67.9245300292969,81.1320724487305,100.0,100.0,100.0,27.44033926,16.9653454,5.86193513145444,1.34957349300385,90.0943374633789,77.8301849365234,96.698112487793,100.0,5939.01112308707
139,MDA,EU,Eastern Europe,Moldova,-0.34193229675293,42.9245300292969,30.1886787414551,51.886791229248,97.2,99.1,97.6,13.74739724,11.4305801,11.4305803979526,-0.307013601064682,40.5660362243652,22.1698112487793,58.9622650146484,100.0,5580.36984892586
140,ROU,EU,Eastern Europe,Romania,0.0166723933070898,55.6603775024414,48.113208770752,62.2641525268555,100.0,100.0,100.0,15.67108952,24.5213623,24.363064282357,4.70589620817918e-05,53.301887512207,35.8490562438965,62.7358474731445,90.0,21374.339808723
141,RUS,EU,Eastern Europe,Russia,-0.97938734292984,19.3396224975586,8.49056625366211,24.5283012390137,75.5,76.4,72.9,11.59553193,11.4531889,8.57435466162575,-0.695411026477814,25.943395614624,11.3207550048828,43.3962249755859,93.4,13347.6233900894
142,RWA,AF,Sub-Saharan Africa,Rwanda,0.561202585697174,70.2830200195313,62.7358474731445,79.2452850341797,0.700000000000001,23.8,5.4,36.18491574,9.1052475,9.10524749828135,0.232485979795456,61.3207550048828,48.113208770752,70.7547149658203,100.0,80.7067384878037
143,KNA,NA,Latin America and the Caribbean,St. Kitts & Nevis,0.3897884786129,65.0943374633789,51.886791229248,79.2452850341797,100.0,100.0,100.0,8.789142812,22.8983135,4.46399141215136,0.392122596502304,64.6226425170898,35.3773574829102,83.4905624389648,20.0,6947.65123210613
144,LCA,NA,Latin America and the Caribbean,St. Lucia,0.578853130340576,70.7547149658203,59.9056587219238,81.1320724487305,94.1,98.2,94.4,21.22131742,18.7452087,0.931002347780844,-0.0970938131213188,49.0566024780273,22.1698112487793,70.7547149658203,80.0,384.965157863611
145,VCT,NA,Latin America and the Caribbean,St. Vincent & Grenadines,0.756104052066803,77.3584899902344,63.2075462341309,83.4905624389648,94.7,94.9,92.9,21.12973864,22.4196224,0.466563474399742,0.317980945110321,62.7358474731445,35.8490562438965,79.7169799804688,40.0,133.802278461656
146,WSM,OC,Polynesia,Samoa,0.55392199754715,69.8113174438477,54.7169799804688,82.0754699707031,30.2,65.8,37.2,11.01483371,8.2248735,0.316984132239908,0.304703801870346,62.2641525268555,36.7924537658691,78.7735824584961,90.0,474.575324874726
147,SMR,EU,Southern Europe,San Marino,1.27020359039307,88.6792449951172,68.3962249755859,97.1698150634766,100.0,100.0,100.0,9.906728131,,,1.77110064029694,97.1698150634766,78.7735824584961,100.0,60.0,96362.5136001411
