,economy,Continent,Sub-region Name,CLDR display name,CC.PER.RNK.LOWER.2018,IQ.SPI.PIL1.2015,IT.NET.SECR.P6.2016,RL.EST.2018,RQ.PER.RNK.UPPER.2018,SG.GEN.PARL.ZS.2019,SH.DYN.1014.2017,SP.DYN.IMRT.IN.2017,SP.POP.0014.TO.ZS.2018,SP.POP.1564.MA.ZS.2018,SP.POP.6064.MA.5Y.2018,SP.POP.7074.MA.5Y.2018
93,LVA,EU,Northern Europe,Latvia,58.0952377319336,80.0,2938.44923571231,0.923249125480652,90.476188659668,30.0,0.6,3.8,15.5239855953913,67.6906384052485,6.30274483416043,3.64622760534948
94,LBN,AS,Western Asia,Lebanon,8.09523773193359,20.0,94.5895572170155,-0.782223165035248,48.5714302062988,4.6875,1.0,7.7,26.9855141434678,64.062099134276,3.86017700513143,2.00958763484973
95,LSO,AF,Sub-Saharan Africa,Lesotho,39.523811340332,60.0,8.39602364320258,-0.366134911775589,43.3333320617676,23.3333333333333,4.2,62.0,34.6012110006428,61.7103749993657,1.94287617451104,0.880470999166443
96,LBR,AF,Sub-Saharan Africa,Liberia,12.8571424484253,50.0,2.12490307785836,-1.00145649909973,24.761905670166,12.3287671232877,8.0,62.1,42.1091911037591,54.1388724147926,1.647176490748,0.898796523550826
97,LBY,AF,Northern Africa,Libya,0.0,40.0,147.400686002156,-1.69031953811646,2.85714292526245,15.9574468085106,1.6,10.6,30.4216189063158,64.8113181264519,2.03388855151189,1.1676373634822
98,LIE,EU,Western Europe,Liechtenstein,90.0,40.0,17575.5803132229,1.63483166694641,99.0476226806641,12.0,,,14.7625782457243,67.944728653552,6.63467116713253,4.73340013712357
99,LTU,EU,Northern Europe,Lithuania,61.4285697937012,80.0,4377.61114777715,0.923340857028961,90.476188659668,21.2765957446809,0.8,3.6,14.8840411282184,69.0323658122245,6.079051150591,3.49510958284669
100,LUX,EU,Western Europe,Luxembourg,92.3809509277344,60.0,11473.9507984344,1.76834964752197,99.523811340332,25.0,0.2,2.3,16.0999189028693,70.6910880333994,5.43345962818273,3.29560847287933
101,MDG,AF,Sub-Saharan Africa,Madagascar,10.4761905670166,80.0,2.98016531369122,-0.836624085903168,32.8571434020996,15.8940397350993,7.3,45.1,40.3565360617593,56.4198673221057,1.88297087419459,0.717383784280056
102,MWI,AF,Sub-Saharan Africa,Malawi,15.7142858505249,70.0,5.1707425140288,-0.405376076698303,34.2857131958008,22.9166666666667,5.4,35.5,44.8011809526444,51.5781700467438,1.11925503066569,0.716438655847192
103,MYS,AS,South-eastern Asia,Malaysia,58.0952377319336,80.0,920.402692116815,0.529128134250641,79.0476226806641,14.4144144144144,1.4,6.9,23.9701114884636,69.8373575161876,3.51412673512911,1.67877665098301
104,MDV,AS,Southern Asia,Maldives,9.0476188659668,50.0,222.343544992647,-0.55726546049118,50.476188659668,4.59770114942529,1.1,7.1,22.0526259907955,76.1497004929938,2.17836128143057,0.931033873447246
105,MLI,AF,Sub-Saharan Africa,Mali,16.6666660308838,60.0,3.04811106418327,-0.815356373786926,39.0476188659668,9.52380952380952,8.9,67.3,47.9338299246856,49.6532742737556,1.31741871188661,0.705553580745132
106,MLT,EU,Southern Europe,Malta,61.9047622680664,60.0,3234.83164820492,1.01952743530273,94.7619018554688,14.9253731343284,0.6,5.6,13.4093525853055,69.7894296416596,5.95779867815989,5.24214897173689
107,MHL,OC,Micronesia,Marshall Islands,52.3809509277344,10.0,62.0745308200046,0.163996770977974,43.8095245361328,6.06060606060606,2.9,27.8,35.6465676574833,60.4989693350617,2.88798690949274,0.896784750409079
108,MRT,AF,Sub-Saharan Africa,Mauritania,12.8571424484253,50.0,3.45517770719343,-0.707490384578705,29.5238094329834,20.2614379084967,4.0,35.5,43.0376179706824,52.2603157518761,1.82248700326821,0.910321832498485
109,MUS,AF,Sub-Saharan Africa,Mauritius,53.8095245361328,70.0,321.266835846099,0.709945678710938,90.476188659668,20.0,1.0,13.3,17.9922285442551,72.2016243558125,5.52558910808766,2.44277943939972
110,MEX,NA,Latin America and the Caribbean,Mexico,11.4285717010498,80.0,121.445808149149,-0.641823947429657,65.2380981445313,48.2,1.5,13.1,26.1947604945758,65.6322908316791,3.38169888921861,1.83164127093437
111,FSM,OC,Micronesia,Micronesia,60.0,20.0,154.650898339777,0.0350411422550678,35.7142868041992,0.0,2.6,23.6,31.9582796202977,63.312778011474,3.39297061692816,1.1411336155588
112,MCO,EU,Western Europe,Monaco,82.8571395874023,60.0,7364.24698551428,1.53662586212158,98.0952377319336,33.3333333333333,0.5,1.1,12.2957681816954,53.1486840292132,7.33912084883561,6.47374948325755
113,MNG,AS,Eastern Asia,Mongolia,29.0476188659668,80.0,441.318939580235,-0.278373807668686,62.8571434020996,17.3333333333333,2.0,15.1,31.1069784964622,64.6800440237392,2.38196921963438,0.828768197077783
114,MNE,EU,Southern Europe,Montenegro,45.238094329834,70.0,139.803279110016,0.00317244976758957,75.2380981445313,28.3950617283951,0.5,2.8,18.2554720886461,67.8664153185934,6.31309072074223,2.929958644474
115,MAR,AF,Northern Africa,Morocco,35.7142868041992,70.0,24.4678708087306,-0.248697802424431,58.0952377319336,20.5063291139241,1.0,18.3,27.4796241799216,65.898643358994,3.83770232405906,1.66100892780135
116,MOZ,AF,Sub-Saharan Africa,Mozambique,13.8095235824585,60.0,5.70469337038447,-1.06734263896942,32.8571434020996,41.2,6.5,56.7,44.2568677681292,52.6247417495362,1.3232654642173,0.603602191075746
117,MMR,AS,South-eastern Asia,Myanmar,21.9047622680664,60.0,20.9472113124037,-1.04310393333435,35.238094329834,11.3163972286374,2.3,38.1,25.6686114502609,68.4026740978195,3.40812604554884,1.40022836586114
118,NAM,AF,Sub-Saharan Africa,Namibia,58.0952377319336,70.0,79.6263329878555,0.329466938972473,64.2857131958008,42.7083333333333,6.7,32.0,36.2383533474208,59.6500091663446,1.80594202911024,0.876870601338028
119,NRU,OC,Micronesia,Nauru,50.9523811340332,40.0,87.4355163067238,-0.0620704852044582,73.3333358764648,10.5263157894737,2.8,26.1,39.0305266689031,58.5809531648695,1.62976376656515,0.329245205366697
120,NPL,AS,Southern Asia,Nepal,16.6666660308838,50.0,18.2332510898854,-0.491404861211777,34.2857131958008,32.7272727272727,2.2,26.6,31.4182182778568,60.7007813055929,3.05819134721735,1.66766371518908
121,NLD,EU,Western Europe,Netherlands,91.9047622680664,80.0,24130.7940652181,1.74473142623901,100.0,31.3333333333333,0.4,3.5,15.9420034979088,65.9486364301822,6.31220688880952,5.0709455717996
122,NZL,OC,Australia and New Zealand,New Zealand,95.2380981445313,80.0,6401.64612545343,1.83372128009796,100.0,40.8333333333333,0.6,4.3,19.5722312952333,65.5671380300741,5.42169306531095,3.78342343582054
