,economy,Continent,Sub-region Name,CLDR display name,CC.PER.RNK.LOWER.2018,IQ.SPI.PIL1.2015,IT.NET.SECR.P6.2016,RL.EST.2018,RQ.PER.RNK.UPPER.2018,SG.GEN.PARL.ZS.2019,SH.DYN.1014.2017,SP.DYN.IMRT.IN.2017,SP.POP.0014.TO.ZS.2018,SP.POP.1564.MA.ZS.2018,SP.POP.6064.MA.5Y.2018,SP.POP.7074.MA.5Y.2018
123,NIC,NA,Latin America and the Caribbean,Nicaragua,10.4761905670166,70.0,34.1198907224417,-1.07868373394012,35.7142868041992,44.5652173913043,2.2,14.4,31.0461475609696,63.8320908954506,2.28027435103126,1.11058386656384
124,NER,AF,Sub-Saharan Africa,Niger,22.8571434020996,80.0,0.238985824460228,-0.605169057846069,36.1904754638672,16.9590643274854,13.1,60.6,49.0246714164441,48.7759769976697,1.51570535824012,0.608388890941483
125,NGA,AF,Sub-Saharan Africa,Nigeria,9.0476188659668,60.0,46.7172490339603,-0.917747616767883,29.5238094329834,3.38028169014084,7.4,77.1,43.893285762355,53.0502409726084,1.7064757842498,0.859290647875135
126,NOR,EU,Northern Europe,Norway,94.7619018554688,80.0,7003.5088228737,1.92218768596649,99.523811340332,40.8284023668639,0.4,2.1,17.6388658815734,66.3574328738907,5.66241890457721,4.5901120645633
127,OMN,AS,Western Asia,Oman,54.2857131958008,70.0,130.284420211593,0.436154454946518,70.476188659668,2.32558139534884,1.2,9.4,23.0097150575078,79.8573047595089,1.46126320625099,0.557739828546957
128,PAK,AS,Southern Asia,Pakistan,14.7619047164917,80.0,30.1978917300676,-0.683727979660034,38.0952377319336,20.2346041055718,3.8,59.0,37.8555058152239,57.9195625641299,2.26099282622463,1.12816216227445
129,PLW,OC,Micronesia,Palau,50.9523811340332,10.0,168.387965873372,1.00182437896729,79.0476226806641,12.5,1.9,17.2,20.6275014693946,72.7059700697662,5.21382542472173,1.89593651808063
130,PAN,NA,Latin America and the Caribbean,Panama,21.9047622680664,80.0,511.631418739022,-0.159152254462242,75.2380981445313,21.1267605633803,1.7,13.7,27.2715868862275,64.8732287780673,3.43792216910215,1.89366745747317
131,PNG,OC,Melanesia,Papua New Guinea,11.9047622680664,10.0,13.8215152448504,-0.764962136745453,45.238094329834,0.0,3.8,38.3,35.5862495360012,61.2872990358191,2.09469482614115,0.850721668394105
132,PRY,SA,Latin America and the Caribbean,Paraguay,11.9047622680664,50.0,66.7026776018632,-0.602721273899078,62.8571434020996,15.0,2.0,17.7,29.6556996632796,64.3725565412268,2.70984944371451,1.4816726307291
133,PER,SA,Latin America and the Caribbean,Peru,23.8095245361328,70.0,72.0462506736067,-0.566928744316101,75.2380981445313,30.0,1.4,12.2,27.4598198282794,64.2139115720979,3.39582124141979,2.00702088777859
134,PHL,AS,South-eastern Asia,Philippines,24.2857151031494,80.0,40.0666445031949,-0.564711272716522,63.8095245361328,27.9605263157895,2.2,22.7,31.5981544648779,63.5329791789006,2.77205920538233,1.1328883523793
135,POL,EU,Eastern Europe,Poland,65.7142868041992,80.0,2492.48836327396,0.376462787389755,85.7142868041992,28.695652173913,0.6,4.0,15.2032776849962,69.75523847601,7.01288205135358,3.4627421847516
136,PRT,EU,Southern Europe,Portugal,71.9047622680664,80.0,3180.29661074401,1.10758209228516,86.1904754638672,38.695652173913,0.5,3.0,13.7585053599013,65.9350432412673,6.35626321003878,4.78830776286274
137,QAT,AS,Western Asia,Qatar,65.7142868041992,80.0,371.074528565803,0.704719603061676,79.523811340332,9.75609756097561,0.8,5.9,13.9944165173931,89.4618890827633,1.27341398183097,0.221114136849355
138,KOR,AS,Eastern Asia,South Korea,64.7619018554688,80.0,720.999297841807,1.199627161026,90.476188659668,16.6666666666667,0.4,2.8,12.7596372847442,74.6106837716536,6.47276923415887,3.2163946592574
139,MDA,EU,Eastern Europe,Moldova,16.1904754638672,80.0,660.676815594827,-0.433740764856339,62.8571434020996,25.7425742574257,1.4,13.1,19.2404157185748,69.6920570992731,5.98780651468262,1.97313310055693
140,ROU,EU,Eastern Europe,Romania,39.523811340332,80.0,3421.48444135896,0.36751726269722,75.2380981445313,21.8844984802432,1.1,6.6,15.9500082190944,68.3548903204386,6.45407145653788,3.55427739703265
141,RUS,EU,Eastern Europe,Russia,12.380952835083,80.0,1163.94769306762,-0.83245325088501,43.8095245361328,15.7777777777778,1.3,5.6,17.6066010083569,70.2700496935298,5.9928325563377,2.20421963056672
142,RWA,AF,Sub-Saharan Africa,Rwanda,61.9047622680664,70.0,12.488581120333,0.109598584473133,63.3333320617676,61.25,6.0,32.9,40.1454618577568,56.0949584876436,1.69991142383828,0.598602755831864
143,KNA,NA,Latin America and the Caribbean,St. Kitts & Nevis,55.7142868041992,0.0,962.58474930945,0.519412875175476,81.9047622680664,13.3333333333333,1.7,13.6,20.4560206025837,71.2848897312198,5.25930392832529,1.86293935217092
144,LCA,NA,Latin America and the Caribbean,St. Lucia,60.0,60.0,187.061044254108,0.631884336471558,75.2380981445313,16.6666666666667,1.3,20.7,19.2683036517359,72.7141482194418,4.07858234727962,2.13553756440016
145,VCT,NA,Latin America and the Caribbean,St. Vincent & Grenadines,65.2380981445313,20.0,198.182384417202,0.444380104541779,75.2380981445313,13.0434782608696,3.2,14.3,22.7511267518676,67.4084595959596,4.73856209150327,2.47790404040404
146,WSM,OC,Polynesia,Samoa,59.523811340332,70.0,141.089012571518,0.912800967693329,64.2857131958008,10.0,1.3,15.6,38.176260485167,56.9657838345075,2.65223135711518,1.19796262319267
147,SMR,EU,Southern Europe,San Marino,68.5714263916016,40.0,4610.74658627416,1.53662586212158,86.1904754638672,25.0,0.3,1.8,14.0326736151774,67.2350535306147,6.16504270419824,4.42980873330928
148,STP,AF,Sub-Saharan Africa,São Tomé & Príncipe,51.4285697937012,40.0,14.6604636615974,-0.713534414768219,29.5238094329834,14.5454545454545,2.2,15.7,41.5374933757287,54.9489607324632,1.85864445013127,0.832646175135299
149,SAU,AS,Western Asia,Saudi Arabia,58.0952377319336,60.0,103.003716453093,0.117317117750645,62.8571434020996,19.8675496688742,0.9,6.9,26.3169684117654,74.8734312804638,2.12550523421007,0.408256607676789
150,SEN,AF,Sub-Saharan Africa,Senegal,45.238094329834,70.0,7.18578007337088,-0.223899483680725,60.0,41.8181818181818,4.4,33.0,42.5706050674196,53.4066062777966,1.48202151337154,0.806686071212225
151,SRB,EU,Southern Europe,Serbia,29.5238094329834,80.0,551.689197517484,-0.170304462313652,67.1428604125977,37.6518218623482,0.7,5.1,14.0893078092576,67.8383471406348,6.0817296499152,4.49307185201101
152,SYC,AF,Sub-Saharan Africa,Seychelles,69.523811340332,40.0,30947.3261721432,0.281118184328079,68.5714263916016,21.2121212121212,1.4,12.6,23.3644678519122,71.5880240405477,3.97536859403418,1.63316930860345
153,SLE,AF,Sub-Saharan Africa,Sierra Leone,26.1904754638672,70.0,1.4678579802034,-0.796907842159271,28.5714282989502,12.3287671232877,10.1,87.6,40.5736291578942,56.2644853806005,1.72147504783851,0.846138635212824
154,SGP,AS,South-eastern Asia,Singapore,95.7142868041992,80.0,19060.746532679,1.80267703533173,100.0,23.0,0.4,2.2,12.2073100753603,77.9484261202849,7.60042096694403,2.21376164433097
155,SVK,EU,Eastern Europe,Slovakia,56.6666679382324,70.0,3240.77603328277,0.47263640165329,83.3333358764648,20.0,0.7,5.0,15.6791427100826,70.7731771670795,6.47728875523986,3.29857957163356
156,SVN,EU,Southern Europe,Slovenia,72.8571395874023,80.0,5630.87820974101,1.02418792247772,80.9523773193359,27.7777777777778,0.4,2.0,15.1325024074943,68.1641370349583,6.93225383793217,3.87283866071221
157,SLB,OC,Melanesia,Solomon Islands,38.5714302062988,50.0,36.6182562704784,-0.201933979988098,38.5714302062988,4.08163265306122,2.1,18.2,39.9847402119685,55.9859248951933,1.76294841402882,0.968553533759186
158,SOM,AF,Sub-Saharan Africa,Somalia,0.0,0.0,0.769615738557895,-2.29871559143066,2.85714292526245,24.3636363636364,10.1,79.1,47.5527320627832,49.5701825468535,1.50565556093482,0.635982001620682
159,ZAF,AF,Sub-Saharan Africa,South Africa,42.8571434020996,80.0,914.089354144074,-0.221448287367821,62.8571434020996,46.3476070528967,3.3,28.3,28.68152980046,65.7807194097939,2.03926171077902,1.15666367991904
160,SSD,AF,Sub-Saharan Africa,South Sudan,0.0,20.0,0.09036603213145,-1.98611116409302,3.33333325386047,28.4595300261097,8.4,63.8,46.8495250679644,49.7537662794551,1.58269061295842,0.688567123862888
161,ESP,EU,Southern Europe,Spain,65.2380981445313,80.0,2762.55977801596,0.978212118148804,88.0952377319336,44.0,0.4,2.7,14.8623367438776,67.3213408860082,5.83767063539212,4.3477902707458
162,LKA,AS,Southern Asia,Sri Lanka,32.3809509277344,70.0,70.3367679643699,-0.000408620457164943,60.0,5.33333333333333,1.0,6.8,24.2365751636531,65.9543022904261,4.56024525982517,2.42443406721695
163,SDN,AF,Northern Africa,Sudan,0.476190477609634,60.0,1.32056217652417,-1.13887703418732,7.61904764175415,,3.1,43.1,41.3281283278275,55.1003711796711,1.89378919200155,0.869536222498687
164,SUR,SA,Latin America and the Caribbean,Suriname,34.2857131958008,40.0,135.866527475136,-0.0880336835980415,41.9047622680664,31.3725490196078,2.0,17.3,27.4587364802443,66.4198784843786,3.1914301285177,1.40817741753152
165,SWE,EU,Northern Europe,Sweden,94.7619018554688,80.0,6205.93293315536,1.78393721580505,99.523811340332,47.2779369627507,0.4,2.3,17.7095426644643,63.5110419067088,5.53196215636181,5.36558625004554
166,CHE,EU,Western Europe,Switzerland,91.9047622680664,80.0,17196.7260846272,1.88787722587585,99.523811340332,41.5,0.4,3.6,14.9947371721949,67.9863957453425,5.86971858383205,4.43999990999344
167,SYR,AS,Western Asia,Syria,0.0,20.0,5.80038695963331,-2.05405068397522,7.61904764175415,13.2,2.4,19.1,38.2179721242904,57.0848634533077,2.25134457979571,1.1020782407749
168,TJK,AS,Central Asia,Tajikistan,0.476190477609634,50.0,5.84505917148235,-1.30321049690247,23.3333339691162,19.047619047619,1.2,31.0,36.5546457613318,59.7268114803795,2.11327486145808,0.669611102263619
169,THA,AS,South-eastern Asia,Thailand,28.0952377319336,80.0,143.087720845728,-0.00407756073400378,62.8571434020996,16.2,2.5,8.4,16.5790776158105,71.1294141409672,5.86186103782258,2.83827409817198
170,MKD,EU,Southern Europe,North Macedonia,28.5714282989502,80.0,468.518545324706,-0.307711988687515,79.0476226806641,39.1666666666667,0.8,8.5,16.4229939942966,70.846239053452,6.00232160706801,3.27334267792823
171,TLS,OC,South-eastern Asia,Timor-Leste,21.9047622680664,70.0,11.4326591875299,-1.13863778114319,35.7142868041992,38.4615384615385,4.3,48.6,37.2656161154436,57.1787643953674,2.09697244698325,1.57484658667989
172,TGO,AF,Sub-Saharan Africa,Togo,15.7142858505249,70.0,3.39365600388652,-0.619138240814209,35.7142868041992,16.4835164835165,5.3,48.2,40.9185391886516,56.1066829012829,1.81503966340713,0.835978014002109
173,TON,OC,Polynesia,Tonga,38.5714302062988,50.0,132.441560161579,0.426162242889404,59.0476188659668,7.40740740740741,0.9,10.4,35.8676373388619,57.1555904847707,2.57624259617781,1.51430926412237
174,TTO,NA,Latin America and the Caribbean,Trinidad & Tobago,29.5238094329834,40.0,280.399910163136,-0.169320344924927,61.9047622680664,30.952380952381,1.4,16.5,19.8688915929924,71.1460581973221,4.86688051862462,2.31901601199723
175,TUN,AF,Northern Africa,Tunisia,43.3333320617676,80.0,89.4257897302738,0.0534470789134502,45.7142868041992,22.5806451612903,1.6,14.7,24.8551385663077,66.6349927707879,4.14778846349906,2.00402609031062
176,TUR,AS,Western Asia,Turkey,32.8571434020996,80.0,1310.01097127093,-0.390645027160645,63.3333320617676,17.4496644295302,1.1,9.8,24.0362820581351,69.0762790434982,3.55143547895084,1.78155339653899
177,TKM,AS,Central Asia,Turkmenistan,0.476190477609634,20.0,1.87439476219128,-1.46416521072388,4.7619047164917,25.0,2.0,37.2,31.0338997135398,64.2882992901487,2.84106969433547,0.816390535716129
178,TUV,OC,Polynesia,Tuvalu,39.523811340332,10.0,,0.614950120449066,58.5714302062988,6.25,2.3,20.6,31.491026231017,63.1836807411366,3.57206484945662,1.18474968822377
179,UGA,AF,Sub-Saharan Africa,Uganda,9.5238094329834,70.0,4.02598317928743,-0.321435153484344,51.9047622680664,34.8583877995643,5.5,36.0,46.7601946217783,51.145408425315,1.0064271383397,0.361985814801033
180,UKR,EU,Eastern Europe,Ukraine,11.4285717010498,80.0,1905.46879431831,-0.759869158267975,58.0952377319336,20.5188679245283,1.0,7.6,15.4572675042846,70.7812787269457,5.88176357254375,2.5238234347372
181,ARE,AS,Western Asia,United Arab Emirates,80.0,60.0,976.956088564455,0.77433305978775,86.1904754638672,50.0,0.8,6.2,14.5293695045808,88.5662799254198,0.853882418965304,0.176993053178466
182,GBR,EU,Northern Europe,UK,90.9523773193359,80.0,8696.42046337756,1.60294651985168,99.523811340332,32.0,0.4,3.8,17.9083522707734,64.4756119542843,5.49852528375094,4.71090222150787
183,TZA,AF,Sub-Saharan Africa,Tanzania,27.619047164917,70.0,5.51452321377148,-0.572451293468475,37.1428565979004,36.8956743002545,3.9,38.2,44.3940193398078,51.6970356910684,1.51783172634565,0.89638071068043
184,USA,NA,Northern America,US,81.4285736083984,80.0,11435.097444529,1.47568666934967,98.0952377319336,23.4338747099768,0.7,5.7,18.9110216801249,66.4656269737044,6.07480798393955,3.70624970523584
185,URY,SA,Latin America and the Caribbean,Uruguay,80.9523773193359,80.0,310.800447365168,0.570794284343719,80.476188659668,19.1919191919192,1.0,6.8,20.4907760103319,66.3267823568194,4.75730462734472,3.08260431325736
186,UZB,AS,Central Asia,Uzbekistan,9.0476188659668,30.0,69.737722110406,-1.09812998771667,19.0476188659668,16.0,1.9,15.2,29.0881381624216,66.1877466331903,2.85422848379055,0.8865257074528
187,VUT,OC,Melanesia,Vanuatu,32.8571434020996,40.0,162.419055286034,0.391720503568649,55.7142868041992,0.0,2.4,21.9,39.8447012761606,55.1458744109882,2.01149617351201,1.01660929719614
188,VEN,SA,Latin America and the Caribbean,Venezuela,0.476190477609634,60.0,143.812279076885,-2.26574206352234,1.90476191043854,22.1556886227545,2.3,21.1,28.3974307016418,64.3899964435612,3.52426197140191,1.77254868318885
189,VNM,AS,South-eastern Asia,Vietnam,26.1904754638672,80.0,280.242378624463,-0.0353447571396828,49.523811340332,26.7206477732794,1.7,17.1,23.0177243888372,69.4035444862245,4.1136437901191,1.45945145568462
190,YEM,AS,Western Asia,Yemen,0.0,70.0,1.33224012213977,-1.80685091018677,8.09523773193359,0.332225913621262,2.4,46.0,40.8203971921546,56.3522480997926,1.27542556282811,0.711697195133153
191,ZMB,AF,Sub-Saharan Africa,Zambia,17.619047164917,80.0,8.64754692054592,-0.358200490474701,42.3809509277344,17.9640718562874,4.2,44.2,44.496182501207,53.5964322213475,0.96843945842026,0.376453315831915
192,ZWE,AF,Sub-Saharan Africa,Zimbabwe,6.1904764175415,60.0,13.4230936992828,-1.2924633026123,8.5714282989502,31.8518518518519,7.1,39.5,41.7987947795483,52.961751001358,1.52157016597158,0.780362411670049
