,economy,Continent,Sub-region Name,CLDR display name,CC.EST.2022,CC.PER.RNK.2022,CC.PER.RNK.LOWER.2022,CC.PER.RNK.UPPER.2022,EG.CFT.ACCS.RU.ZS.2021,EG.CFT.ACCS.UR.ZS.2021,EG.CFT.ACCS.ZS.2021,EN.ATM.PM25.MC.M3.2019,ER.LND.PTLD.ZS.2022,ER.PTD.TOTL.ZS.2022,GE.EST.2022,GE.PER.RNK.2022,GE.PER.RNK.LOWER.2022,GE.PER.RNK.UPPER.2022,IQ.SPI.PIL1.2019,IT.NET.SECR.P6.2020,NY.GDP.PCAP.CD.2021,NY.GDP.TOTL.RT.ZS.2018,PV.EST.2022,PV.PER.RNK.2022,PV.PER.RNK.LOWER.2022,PV.PER.RNK.UPPER.2022,RL.EST.2022,RL.PER.RNK.2022,RL.PER.RNK.LOWER.2022,RL.PER.RNK.UPPER.2022,RQ.EST.2022,RQ.PER.RNK.2022,RQ.PER.RNK.LOWER.2022,RQ.PER.RNK.UPPER.2022,SG.GEN.PARL.ZS.2019,SH.ANM.ALLW.ZS.2019,SH.ANM.CHLD.ZS.2019,SH.ANM.NPRG.ZS.2019,SH.DYN.1014.2021,SH.DYN.1519.2021,SH.DYN.2024.2021,SH.DYN.MORT.2021,SH.DYN.MORT.FE.2021,SH.DYN.MORT.MA.2021,SH.DYN.NMRT.2021,SH.PRG.ANEM.2019,SH.STA.DIAB.ZS.2021,SH.UHC.SRVS.CV.XD.2021,SP.DYN.CBRT.IN.2018,SP.DYN.CDRT.IN.2018,SP.DYN.IMRT.FE.IN.2021,SP.DYN.IMRT.IN.2021,SP.DYN.IMRT.MA.IN.2021,SP.DYN.LE00.FE.IN.2021,SP.DYN.LE00.IN.2021,SP.DYN.LE00.MA.IN.2021,SP.DYN.TFRT.IN.2020,SP.DYN.TO65.FE.ZS.2021,SP.POP.0004.FE.5Y.2022,SP.POP.0004.MA.5Y.2022,SP.POP.0014.FE.ZS.2022,SP.POP.0014.MA.ZS.2022,SP.POP.0014.TO.ZS.2022,SP.POP.0509.FE.5Y.2022,SP.POP.0509.MA.5Y.2022,SP.POP.1014.FE.5Y.2022,SP.POP.1014.MA.5Y.2022,SP.POP.1519.FE.5Y.2022,SP.POP.1519.MA.5Y.2022,SP.POP.2024.FE.5Y.2022,SP.POP.2024.MA.5Y.2022,SP.POP.2529.FE.5Y.2022,SP.POP.2529.MA.5Y.2022,SP.POP.4549.FE.5Y.2022,SP.POP.4549.MA.5Y.2022,SP.POP.5054.FE.5Y.2022,SP.POP.5054.MA.5Y.2022,SP.POP.5559.FE.5Y.2022,SP.POP.5559.MA.5Y.2022,SP.POP.6064.FE.5Y.2022,SP.POP.6064.MA.5Y.2022,SP.POP.6569.FE.5Y.2022,SP.POP.6569.MA.5Y.2022,SP.POP.65UP.FE.ZS.2022,SP.POP.65UP.MA.ZS.2022,SP.POP.65UP.TO.ZS.2022,SP.POP.7074.FE.5Y.2022,SP.POP.7074.MA.5Y.2022,SP.POP.7579.FE.5Y.2022,SP.POP.7579.MA.5Y.2022,SP.POP.80UP.FE.5Y.2022,SP.POP.80UP.MA.5Y.2022,SP.POP.DPND.OL.2022,SP.POP.DPND.YG.2022,SP.POP.GROW.2021,SP.POP.TOTL.FE.ZS.2022,SP.POP.TOTL.MA.ZS.2022,SP.URB.GROW.2021,TM.VAL.MRCH.AL.ZS.2018,TM.VAL.MRCH.HI.ZS.2020,TX.VAL.MRCH.HI.ZS.2020,VA.EST.2022,VA.PER.RNK.2022,VA.PER.RNK.LOWER.2022,VA.PER.RNK.UPPER.2022
50,DOM,NA,Latin America and the Caribbean,Dominican Republic,-0.439608067274094,37.2641525268555,24.5283012390137,49.5283012390137,76.1,95.6,91.5,17.72938154,26.3893795,18.6612706081361,-0.0677330642938614,50.0,32.5471687316895,62.7358474731445,100.0,125.00381829845,8476.74963892506,0.868889463505184,0.328113049268723,55.1886787414551,44.3396224975586,70.7547149658203,-0.0921753123402596,50.4716987609863,39.1509437561035,56.6037750244141,0.0695477873086929,54.2452812194824,40.5660362243652,66.0377349853516,26.8421052631579,26.4,27.8,26.4,1.6,4.0,8.2,33.0,30.0,35.8,22.9,27.5,10.5,77.0,19.762,6.06,24.8,27.3,29.6,76.291,72.615,69.298,2.303,81.761093,8.83460976686368,9.11114083008039,26.6739767447285,27.5393767222199,27.1082066407506,8.97883917402254,9.26363641446177,8.86052780384228,9.16459947767778,8.48743319290822,8.7841592016984,8.38282263331009,8.64684750610173,8.22822601135978,8.43256920183772,5.6161526211313,5.69356782605848,4.95059530602901,4.9818773942246,4.57286226020118,4.38678609432665,3.92021034006341,3.61015369982384,2.93297443704013,2.6797833220911,8.01526911993697,6.79780304836756,7.40438377279324,1.98976344786395,1.79998745177163,1.29023562981143,1.09720679453731,1.80229560522147,1.22082547996752,11.306576057216,41.394531883205,1.06892666709415,49.8232183058221,50.1767816941779,1.88098279420173,0.258235394560794,60.6805140620605,74.7970393531807,0.310950070619583,57.9710159301758,51.6908226013184,61.3526573181152
51,ECU,SA,Latin America and the Caribbean,Ecuador,-0.629928469657898,29.7169818878174,20.2830181121826,41.0377349853516,85.9,99.0,94.7,19.97447395,23.4213009,19.9727764004915,-0.308546245098114,40.0943412780762,24.056604385376,57.5471687316895,100.0,381.554069554731,5965.13287054416,7.0964207852671,-0.239295244216919,38.6792449951172,23.1132068634033,51.886791229248,-0.620224118232727,26.8867931365967,19.8113212585449,40.0943412780762,-0.45972153544426,35.3773574829102,20.2830181121826,48.5849075317383,37.956204379562,17.2,23.5,17.0,1.3,3.1,5.5,12.5,11.1,13.8,6.7,22.3,4.4,77.0,17.658,4.911,9.4,10.7,11.9,77.462,73.67,70.26,2.051,82.990239,8.07940155259339,8.45972364719105,25.1146133966136,26.2736290377693,25.6930976056886,8.31573761495444,8.6986268284338,8.71947422906575,9.11527856214443,8.52482332745293,8.88726623616717,8.6427750860155,8.93755783506048,8.5301580520292,8.73186703206219,5.67936885660992,5.60444970183432,5.00695510557542,4.88044990751955,4.3391995340046,4.14120180281775,3.60097790714208,3.35142836599774,2.93973269591693,2.65315592165351,8.58651093263629,7.06765864531339,7.82842619854453,2.26137976606623,1.94838346762606,1.5425561293989,1.25414013887315,1.84284234125423,1.21197911716067,11.7758804344456,38.6487488584032,1.18206337539033,50.0883173157047,49.9116826842953,1.48550489674713,0.258428469983403,56.5255019564291,62.7015727813547,0.0259184092283249,48.7922706604004,40.5797119140625,55.5555572509766
52,EGY,AF,Northern Africa,Egypt,-0.678810477256775,26.4150943756104,19.8113212585449,38.2075462341309,99.9,99.9,99.9,67.88817813,13.136055,11.5507964884314,-0.447546809911728,33.9622650146484,21.2264156341553,49.5283012390137,100.0,41.9019623611133,3886.7224983901,7.59656355901849,-1.02805662155151,14.1509437561035,9.90566062927246,22.6415100097656,-0.263772666454315,42.4528312683105,32.5471687316895,53.7735862731934,-0.713920831680298,24.5283012390137,14.6226415634155,39.1509437561035,14.9328859060403,28.3,32.2,28.4,2.0,3.7,4.0,19.0,17.7,20.2,10.0,26.0,20.9,70.0,24.562,5.511,15.0,16.2,17.4,72.608,70.221,67.935,2.96,78.707268,10.8993114918832,11.1910079559332,32.4375732831726,33.2748230336786,32.8609470702086,11.5239999175074,11.7971566884367,10.014261873782,10.2866583893087,8.75601970830073,8.92689169951464,8.08918367597831,8.29931831218762,7.67937340746381,7.92989290621385,5.11336434000073,5.23345100872583,4.35642252237091,4.37753475675631,3.75321207020917,3.59553441025936,3.04819813809628,2.71656943819359,2.31951450958404,1.86716637394145,5.64907883889864,4.03684452652096,4.83381702961389,1.59828000509938,1.17415821191322,0.978581964008483,0.634567647588134,0.752702360206739,0.36095229307816,7.75828314303813,52.7418712617572,1.65838367949689,49.4327967242268,50.5672041767544,1.84286736299705,17.9221989669998,54.9553370445982,58.1418521494877,-1.45158803462982,9.17874431610107,4.8309178352356,14.4927539825439
53,SLV,NA,Latin America and the Caribbean,El Salvador,-0.642081201076508,27.8301887512207,20.2830181121826,40.0943412780762,82.9,97.1,92.7,22.32472418,8.6441994,2.12931201780961,-0.320332825183868,38.6792449951172,24.056604385376,57.0754699707031,90.0,139.208238839385,4664.31122268385,0.663649690465912,-0.153124496340752,41.0377349853516,25.4716987609863,51.886791229248,-0.741353929042816,24.056604385376,17.4528293609619,35.8490562438965,-0.462724059820175,34.9056587219238,20.7547168731689,47.6415100097656,30.952380952381,10.6,24.6,10.4,2.5,4.2,6.2,12.4,11.2,13.6,6.1,15.9,6.3,78.0,16.536,6.938,9.6,10.7,11.7,75.149,70.748,66.078,1.819,80.030848,7.38569573715009,8.50634776219276,23.5611087406941,27.4561993386121,25.4154256870471,7.99219785553984,9.30366972309791,8.18321514800414,9.64618185332147,8.31450094303775,9.73727973696978,9.47965672612657,10.9789193596429,9.16477865835466,10.3636439882773,5.953525400872,4.72530490690396,5.3423544059811,4.24430609220412,4.6209376820956,3.54224241683879,3.79654964002209,2.88151755548708,3.1044112900663,2.35922965269263,9.42560318495694,6.89569209445737,8.22120064541462,2.46161242210318,1.86014717877512,1.77239588518359,1.30926687254302,2.08718358760386,1.36704839044659,12.3881729627973,38.2973729400627,0.340068122361035,52.3934756561778,47.6065085619703,1.2535901422302,0.393820366331747,42.9549151105805,47.864992439468,-0.371873050928116,36.7149772644043,32.3671493530273,40.5797119140625
54,GNQ,AF,Sub-Saharan Africa,Equatorial Guinea,-1.60171604156494,2.8301887512207,0.0,10.3773584365845,3.99999999999999,31.0,24.1,45.28465901,19.2667599,1.76530985161837,-1.29638779163361,9.90566062927246,3.30188679695129,19.3396224975586,0.0,29.4477174572961,7406.08497479348,27.8023533090755,-0.0742535442113876,43.3962249755859,27.3584899902344,55.6603775024414,-1.40625643730164,7.07547187805176,3.30188679695129,14.6226415634155,-1.49326610565186,5.18867921829224,2.35849046707153,15.5660381317139,21.0,44.5,64.3,44.2,6.6,10.8,13.7,76.8,70.4,82.6,28.5,48.1,5.5,46.0,32.667,8.85,51.4,57.2,62.6,62.726,60.594,58.781,4.346,60.41341,14.4886264866795,13.2344863905386,40.4233974835094,36.762204507054,38.4912186221572,13.4601587266469,12.2387011122544,12.474612270183,11.2890170042611,9.1929341041047,8.5941631958802,7.4085077735601,7.39134689518517,7.99853346945097,8.0289006256749,3.84256288855948,4.89153214835413,3.19615162155926,3.62875604335433,2.84753455354575,2.81375523163434,2.09593764716666,1.9094935036946,1.5667223990417,1.22244465172687,3.60444131191272,2.6954760327652,3.12473879162318,0.99730398586568,0.780099680346364,0.553425644688726,0.392962981608744,0.486989282316613,0.299968719083226,5.3519914017992,65.9276863497427,2.37849451867221,47.225399842857,52.774600157143,3.00718046472277,3.77181936062622,62.4414593799965,51.0458033275235,-1.66811335086823,4.34782600402832,1.44927537441254,8.69565200805664
55,ERI,AF,Sub-Saharan Africa,Eritrea,-1.282102227211,8.01886749267578,2.8301887512207,19.3396224975586,0.900000000000001,23.5,11.5,44.07053957,0.0,0.0,-1.73040449619293,3.77358484268188,0.943396210670471,8.96226406097412,6.6,0.843675861983628,,,-0.970292985439301,14.6226415634155,10.3773584365845,24.5283012390137,-1.7713862657547,2.8301887512207,1.41509437561035,5.66037750244141,-2.36939263343811,0.471698105335236,0.0,1.88679242134094,22.0,37.0,48.8,36.7,3.6,8.0,12.4,38.1,33.2,42.7,17.3,40.8,6.5,45.0,29.105,6.353,24.8,28.9,32.8,68.655,66.536,64.35,3.933,71.238941,12.9900319051911,13.6481143531399,38.3150050853252,40.1015194918249,39.196556815543,12.6487685367874,13.2350227119264,12.6762046433467,13.2183824267587,11.8676432920327,12.3486318522563,9.66994149464621,10.0598637696985,7.6991502309027,7.99828371273642,4.00556438536155,3.58186951541014,3.45786039094309,3.0229484659995,2.86369720826899,2.44422410200907,2.26806040659024,1.86533471039715,1.7020031572957,1.3312228134184,4.54573952631991,3.46662522639727,4.01325287256637,1.25806873387727,0.972315241263506,0.899363075073118,0.701339886763547,0.68630456007382,0.461747284951819,7.06682873133098,69.0199501091929,1.7961013366299,50.6552060351267,49.3447939648733,3.32733865202137,28.2777320583976,57.6883008121509,16.6591731051498,-1.8799307346344,1.44927537441254,0.0,4.34782600402832
56,EST,EU,Northern Europe,Estonia,1.54468286037445,91.0377349853516,89.1509399414063,95.2830200195313,100.0,100.0,100.0,5.893562381,21.4095879,20.2401796395381,1.34313404560089,89.6226425170898,78.7735824584961,96.2264175415039,100.0,84354.3769866162,27943.701219882,2.01785330968871,0.723720729351044,71.698112487793,56.1320762634277,87.7358474731445,1.42638909816742,89.6226425170898,85.3773574829102,93.3962249755859,1.5589644908905,92.9245300292969,86.3207550048828,99.5283050537109,29.7029702970297,21.7,18.0,21.7,0.5,1.6,1.8,2.0,1.8,2.2,0.9,23.3,6.5,79.0,10.9,11.9,1.4,1.6,1.7,81.3,76.7414634146342,72.4,1.58,90.453032,4.89417666559941,5.71778242644595,15.1966069913323,17.74430524913,16.4061710538421,4.94184418750565,5.79672507151695,5.3605861382272,6.22979775116707,4.78577612632468,5.5809432137122,4.33472937913053,5.04851716486306,4.90307843173853,5.79688390983702,6.38335599454982,7.34365147060459,6.392975645055,6.99214226830651,6.13898815634373,6.26267728341998,6.71997197379435,6.19278842259253,6.51135477701794,5.27097023211044,25.4086556753784,15.2364070136649,20.5792036873087,6.03281305860377,4.12161614813897,4.25576209886416,2.47859256541359,8.60872574089256,3.36522806800186,32.6578945510762,26.0355120087156,0.105996956310127,52.5232606016913,47.4767393983087,0.37423841895352,0.174300151354317,82.0694824300797,84.448035519494,1.19773054122925,87.9227066040039,80.1932373046875,93.2367172241211
57,SWZ,AF,Sub-Saharan Africa,Eswatini,-0.668882489204407,26.8867931365967,17.4528293609619,43.3962249755859,44.3,90.5,58.1,23.34521196,4.2582645,4.25826472768856,-0.686120450496674,26.4150943756104,12.2641506195068,42.4528312683105,90.0,108.414397093139,4068.57381550966,3.14380015317315,-0.249723330140114,38.2075462341309,22.1698112487793,51.886791229248,-0.602303206920624,29.2452831268311,19.8113212585449,41.5094337463379,-0.718993604183197,23.5849056243896,13.6792449951172,40.5660362243652,7.2463768115942,30.7,42.7,30.6,1.7,9.5,14.3,52.6,47.6,57.4,23.2,32.2,4.6,56.0,25.718,9.324,36.9,41.5,45.8,61.248,57.066,53.366,2.89,52.538865,11.3359377774034,11.7493084991286,34.2675971319736,35.12723783772,34.6940779523172,11.5830048876679,11.8214359399296,11.3486544669023,11.5564933986618,10.2031615011309,10.5336256451632,8.94652136610276,9.31274290593072,8.59169269872098,8.91797097122115,3.76992040508436,4.04668490540402,3.26356495049162,3.08504160746905,3.04383046505924,2.34472890985244,2.63821761558769,1.74070352770281,2.0842984392328,1.31045495641322,4.93135052068237,3.05669384585192,4.00130485020644,1.44813366066422,0.896644732096879,0.817996923221749,0.495414875362105,0.580921497563598,0.354179281979714,6.526859052586,56.5928986709272,0.9790522575795,50.3885426115323,49.61154060599,1.795086062599,0.468549760300969,15.6557755870934,9.22629603868555,-1.22704982757568,14.9758453369141,9.66183567047119,21.2560386657715
58,ETH,AF,Sub-Saharan Africa,Ethiopia,-0.44087877869606,36.7924537658691,25.4716987609863,48.113208770752,0.5,26.6,7.5,33.7807199,17.0096378,17.0096385584762,-0.745265185832977,24.056604385376,12.2641506195068,34.9056587219238,90.0,5.58063756326632,925.00069759158,6.36887574699294,-2.03806757926941,4.71698093414307,2.35849046707153,8.01886749267578,-0.623456954956055,26.4150943756104,20.2830181121826,39.1509437561035,-0.94841742515564,16.9811325073242,9.90566062927246,26.4150943756104,38.7568555758684,23.9,52.1,23.5,3.0,7.6,8.5,46.8,41.0,52.2,26.2,29.0,5.0,35.0,32.996,6.569,29.1,34.3,39.1,68.285,64.975,61.91,4.243,71.199375,14.475111987224,14.9953537562616,39.0300085833412,40.2146412139043,39.6251113770134,12.7084867015622,13.0815668074509,11.846409894555,12.1377206501918,11.0194570093482,11.2234105502284,9.79770039615553,9.90525438174384,8.43624695895543,8.48904508578751,3.67362166518285,3.47916087684489,3.07984888439976,2.85428122782809,2.48892872111799,2.26598585757462,1.90462747734826,1.69991533583118,1.37094044658928,1.18650520105824,3.45430155215861,2.83054057204582,3.14095385915072,0.987159564877378,0.820419593845935,0.635247705693001,0.503327878632159,0.460953834998952,0.320287898509483,5.48792161346033,69.2335961450784,2.60431928274974,49.764781018993,50.235218981007,4.78818035456334,28.4221672475663,44.7947798818501,49.2922750624969,-1.04858255386353,20.7729473114014,14.4927539825439,25.1207733154297
59,FJI,OC,Melanesia,Fiji,0.388570487499237,64.6226425170898,51.4150924682617,79.2452850341797,27.5,69.1,51.4,10.9932094,5.4111967,0.990369540646613,0.591782867908478,71.2264175415039,50.0,86.3207550048828,80.0,258.577044008075,4656.05134145,1.19164257504239,0.764339506626129,73.1132049560547,56.1320762634277,92.9245300292969,0.321682155132294,59.4339637756348,44.3396224975586,78.7735824584961,-0.0602172017097473,50.4716987609863,29.7169818878174,66.5094375610352,19.6078431372549,32.0,39.9,31.5,2.8,4.0,6.0,27.7,25.4,29.9,13.7,41.4,17.7,58.0,20.187,7.832,21.3,23.3,25.2,68.877,67.114,65.426,2.495,68.884564,9.24818711633946,9.77206418672502,28.1275208896826,29.0882567469001,28.609187688085,9.54638005633852,9.87535933410564,9.33295371700466,9.44083322606942,8.70205726167212,8.71530012442614,7.92265748685363,7.96788518470846,7.8886861392588,8.01776290384863,5.33037405149841,5.52602222508259,4.74746886499032,4.92909855408247,4.53824850202534,4.53361651006136,3.92978392066019,3.71487106877762,2.8755936897413,2.51619685073154,6.67294327755562,5.12721499978547,5.89798938657684,1.77955938622942,1.39174925987901,1.12073093398558,0.754387094006093,0.897059267599315,0.464881795168833,9.00563283135993,43.683017752451,0.45397664568484,49.8648046927937,50.1351953072063,1.31150162606102,0.468853720440467,65.3467717809283,67.8275037857199,-0.149171754717827,41.062801361084,34.2995185852051,54.5893707275391
60,FIN,EU,Northern Europe,Finland,2.24697780609131,99.5283050537109,96.698112487793,100.0,100.0,100.0,100.0,5.565330197,13.3991909,13.1312368580998,1.75512683391571,96.698112487793,90.0943374633789,100.0,100.0,81650.5089118576,53559.9776765847,0.563372986587861,0.891491711139679,79.7169799804688,62.2641525268555,95.2830200195313,1.95837247371674,100.0,93.3962249755859,100.0,1.77915287017822,97.1698150634766,88.6792449951172,99.5283050537109,47.0,10.9,11.8,10.7,0.4,1.8,2.9,2.2,2.0,2.4,1.3,16.3,6.1,86.0,8.6,9.9,1.6,1.8,1.9,84.7,81.9341463414634,79.3,1.37,93.656656,4.14891075996797,4.45891873234215,14.655412770981,15.7026523072315,15.1728770072547,5.02989628213656,5.38540911423567,5.47660572887651,5.8583244606537,5.322196457613,5.68690976895725,5.27190998167817,5.72664963355681,5.96232777684721,6.46002911091184,5.73142740632561,6.15951464768309,5.85729522264208,6.10704560770398,6.51892182513328,6.65958678576451,6.44271614042467,6.36851419293923,6.54152308976948,6.18301887826196,25.632830950211,20.8604886030963,23.2747109572169,6.56640767080143,5.94359349917178,5.10938423416409,4.26118733803174,7.41551595547604,4.47268888763078,37.8128475047786,24.6503350812315,0.207288594407348,50.5878000160628,49.4122180320516,0.299633189629648,0.142640939010476,81.5716477912841,79.800214955827,1.60161948204041,98.5507278442383,94.6859893798828,100.0
61,FRA,EU,Western Europe,France,1.25952994823456,85.3773574829102,81.1320724487305,90.0943374633789,100.0,100.0,100.0,11.40575038,28.3997669,36.6481015757199,1.165806889534,83.0188674926758,76.4150924682617,93.3962249755859,100.0,36123.8717015543,43671.3084099631,0.0429051117731693,0.334524124860764,56.1320762634277,44.3396224975586,70.2830200195313,1.18272042274475,85.3773574829102,78.7735824584961,89.6226425170898,1.1889523267746,85.3773574829102,75.9433975219727,93.3962249755859,39.6880415944541,10.6,14.7,10.4,0.4,1.0,1.8,4.4,3.9,4.8,2.5,16.2,5.3,85.0,11.3,9.1,3.1,3.4,3.8,85.5,82.3243902439024,79.3,1.83,92.702538,4.92447149042789,5.49366929361373,16.2745478005516,18.1875306016121,17.1990019346205,5.49103656048218,6.12914379428884,5.85903974964153,6.56471751370958,5.71551949402249,6.42427689660273,5.45615325859432,6.03109536044699,5.20580766327407,5.47716645645615,6.2269276542717,6.5151305545243,6.488945433871,6.76265550117706,6.42615429271152,6.54131768174458,6.18891969248256,6.09555056261659,5.95778618909007,5.63278110252881,23.7767589054192,19.3932575343785,21.6584199627435,5.83955217260508,5.34998510373997,4.26575066271012,3.67863577570787,7.71366988101394,4.73185555240182,35.4228110830827,28.1293368635726,0.285508618638434,51.6747291843851,48.3252723629647,0.614697662319755,4.47804102672513,82.1657949035642,81.9034170877937,1.10586476325989,85.9903411865234,75.3623199462891,91.7874374389648
62,GAB,AF,Sub-Saharan Africa,Gabon,-1.04809939861298,16.0377349853516,7.07547187805176,23.5849056243896,50.5,94.8,89.7,36.74675483,22.4427567,25.1293504740264,-0.726116597652435,24.5283012390137,12.2641506195068,38.2075462341309,40.0,42.7467304203618,8635.7971442819,21.16026297404,0.0698951333761215,49.5283012390137,34.4339637756348,59.9056587219238,-0.840579450130463,22.1698112487793,13.2075471878052,30.1886787414551,-0.702257215976715,25.4716987609863,13.6792449951172,40.5660362243652,17.910447761194,52.4,57.9,52.4,6.5,6.7,8.2,39.7,35.6,43.7,18.9,52.5,5.5,49.0,29.004,6.986,25.7,29.4,32.8,68.494,65.821,63.488,3.548,69.587905,12.9904183084957,12.7231532256771,36.7100899199651,35.8728824122,36.2841239560191,12.5692806402792,12.2916040212109,11.1503909711902,10.858125165312,9.38437376436742,9.09034067747178,8.34737977721118,8.14949677273922,7.95368167377936,8.03012247178024,4.55837639583873,4.88673633047019,3.5668451658645,3.72281632852861,2.78468974544265,2.80015417466575,2.14412077498875,2.05766412218137,1.60892143762868,1.4573783972005,4.18751619104754,3.59669585756367,3.88691048632426,1.15356952947112,0.992016072338687,0.743978634634525,0.615094390847586,0.681046589313227,0.532206997176892,6.49670575082085,60.6464382439347,2.09798810279019,49.1206333047578,50.8794085539006,2.46469704373021,4.21605896260148,60.7285874250352,45.0528925281121,-0.879000067710876,24.1545886993408,18.8405799865723,29.468599319458
63,GMB,AF,Sub-Saharan Africa,Gambia,-0.278427481651306,46.2264137268066,34.4339637756348,52.8301887512207,0.2,2.4,1.7,58.08072376,7.7185812,2.88837365820367,-0.674558699131012,27.3584899902344,14.1509437561035,38.2075462341309,60.0,27.195080021523,772.151450503284,2.72252448983926,0.0458285696804523,48.5849075317383,33.4905662536621,59.4339637756348,-0.449605196714401,37.2641525268555,24.5283012390137,44.3396224975586,-0.714570105075836,24.056604385376,15.5660381317139,36.3207550048828,10.3448275862069,49.5,52.3,48.9,4.5,7.9,10.4,47.9,43.0,52.6,25.3,55.1,1.9,46.0,34.924,7.323,29.6,34.0,38.1,63.529,62.083,60.656,4.777,61.681529,15.1206885265916,15.6371556856206,42.3820860702368,43.7365143147879,43.0559661669362,14.285110141749,14.7308433636502,12.9762874018962,13.3685152655171,11.0263838600471,11.3471387136188,9.06611005569787,9.29631183917821,7.53292926083564,7.63799500124412,3.84530804460243,3.47732919369993,3.15612687611655,2.79536668065526,2.44190262691252,2.17687276940732,1.68222573781476,1.53698745111729,1.03812946941765,0.966809895011272,2.55439423325147,2.29649381468951,2.42607886497817,0.640896932093903,0.60040777369674,0.484386871100579,0.430947721035255,0.390980960639338,0.298328424946243,4.45009018804258,78.9757810704755,2.52879318000917,50.2461574165777,49.7538425834223,3.54624816576109,3.33746853443728,39.7311391166295,3.49614530058808,-0.0414298065006733,45.4106292724609,38.6473426818848,52.6570053100586
64,GEO,AS,Western Asia,Georgia,0.620237648487091,72.1698150634766,63.2075462341309,79.7169799804688,82.0,97.4,90.6,17.85586499,11.1115513,8.53576812137833,0.650825500488281,72.6415100097656,59.4339637756348,82.0754699707031,100.0,3497.44648799425,5023.27438368985,0.451235879680756,-0.440949499607086,28.7735843658447,16.9811325073242,44.3396224975586,0.169973269104958,56.6037750244141,50.0,64.1509399414063,1.0323086977005,81.6037750244141,72.1698150634766,91.0377349853516,14.7651006711409,27.5,24.6,27.5,1.0,3.0,4.1,9.5,8.4,10.5,5.4,28.0,5.7,68.0,14.395,12.963,7.4,8.4,9.4,76.681,71.694,66.803,1.971,85.6403,6.18383025471368,7.44511152127514,19.3873416700892,23.380249039702,21.2641566954044,6.8517198023569,8.2922703715141,6.35179161301864,7.64286714691274,5.13604970809596,6.30619139028654,5.06675871869622,6.22604936759961,5.76284339984428,6.77977080120148,6.31628942972256,6.37207205338862,6.14981467809926,5.98920284397646,6.68108759136962,5.96954375865234,6.89878728170189,5.82428811809997,5.79917707501316,4.41318056443734,17.9377741718467,10.8549116889455,14.6085652772665,4.73189426446985,3.1331809280736,2.65885904197018,1.50784048072714,4.7478437903935,1.80070971570747,22.7805719767836,33.1592967859384,-0.379636607027231,52.9962864395622,47.0037402670933,0.322666414327491,1.90197768542645,37.3107358099865,21.9974926237159,0.0137373208999634,48.3091773986816,39.613525390625,55.5555572509766
65,DEU,EU,Western Europe,Germany,1.81837582588196,95.7547149658203,91.0377349853516,98.1132049560547,100.0,100.0,100.0,11.80580716,37.5871277,38.6587566328831,1.2898074388504,88.2075500488281,77.3584899902344,96.2264175415039,100.0,97517.56929049,51426.7503654421,0.0847654608298758,0.614759147167206,67.4528274536133,51.886791229248,83.9622650146484,1.53315436840057,91.9811325073242,86.7924499511719,99.0566024780273,1.52229499816895,92.4528274536133,83.4905624389648,99.5283050537109,30.8885754583921,11.7,15.1,11.6,0.4,1.1,1.5,3.6,3.3,3.8,2.2,16.5,6.9,88.0,9.5,11.5,2.8,3.0,3.3,83.38,80.9009756097561,78.54,1.53,91.611887,4.52976580864958,4.90322027488032,13.4015816954586,14.5296179029413,13.9581766994571,4.55230595038195,4.9308649571855,4.31950993642707,4.69553267087547,4.36711783177262,4.81541340298406,5.03365678004598,5.71544812171011,5.48918098058603,6.17307311678138,5.70035081832234,5.88458948011418,7.12877591770011,7.37904928838766,8.1000016077269,8.34506587393296,7.32845252071097,7.30994609092475,6.20071733980345,5.83074652651082,24.8242386306183,19.9379018075081,22.4132250075126,5.36905726185735,4.77683312418311,4.17193410327588,3.47612553991849,9.08252992568158,5.8541966168957,35.2250808583422,21.9369550151115,0.0423270572552137,50.6580550955338,49.3419449044662,0.15974977086524,1.00921145053918,80.8226640515533,79.976736467461,1.4095424413681,94.6859893798828,88.8888854980469,98.0676345825195
